id,type,title,path,source,modified,summary
claude-skill.pure-data-iteration,skill,Pure Data Iteration,.cursor/skills/pure-data-iteration/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: pure-data-iteration description: Handles game iteration when only pure data changes are needed (no code). Checks whether current code and config structure can support the requested design; if not, reports gaps and suggestions and blocks for user approval. If supported, edits data then runs data validation until..."
cursor-skill.pure-data-iteration,skill,Pure Data Iteration,.cursor/skills/pure-data-iteration/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: pure-data-iteration description: Handles game iteration when only pure data changes are needed (no code). Checks whether current code and config structure can support the requested design; if not, reports gaps and suggestions and blocks for user approval. If supported, edits data then runs data validation until..."
cursor-skill.push-gamedraft-story-temp-proxy,skill,GameDraft 与 Story 推送（用户提供代理端口，临时代理，不改配置）,.cursor/skills/push-gamedraft-story-temp-proxy/SKILL.md,cursor_skill,2026-08-19T00:57:36,name: push-gamedraft-story-temp-proxy description: Pushes the GameDraft and Story Git repositories using a one-off HTTP/HTTPS proxy at a user-supplied local port without editing any Git config files. Use when the user asks to push GameDraft 与 Story、两个仓库临时代理推送、用户提供代理端口 push、或不改配置 push 这两个仓库。
cursor-skill.restart-gamedraft,skill,GameDraft 重启游戏（开发服）,.cursor/skills/restart-gamedraft/SKILL.md,cursor_skill,2026-08-19T00:57:36,"name: restart-gamedraft description: Restarts the GameDraft Vite dev server by running GameDraft/stop-game.cmd then GameDraft/start-game.cmd in order. Use when the user asks to 重启游戏, restart the game, reload the dev server, or restart GameDraft local development."
claude-skill.scene-collision-from-art,skill,修一张图的碰撞(固定流程),.cursor/skills/scene-collision-from-art/SKILL.md,cursor_skill,2026-09-25T09:13:45,"name: scene-collision-from-art description: 修一张 GameDraft 场景图碰撞的固定流程——看原画按 3D 估遮挡(物体只占占地、被挡住的地按连续性判、不依赖深度),七步走完:看现状 → 读图 → 起草 → 落盘 → 自检三件 → 独立子代理摆人复查到无问题 → 收尾出对照图。触发词:修碰撞、碰撞乱画、人站到屋顶上、这里走不过去、看看所有场景的碰撞、给新场景配碰撞、复查碰撞、collision。"
cursor-skill.scene-collision-from-art,skill,修一张图的碰撞(固定流程),.cursor/skills/scene-collision-from-art/SKILL.md,cursor_skill,2026-09-25T09:13:45,"name: scene-collision-from-art description: 修一张 GameDraft 场景图碰撞的固定流程——看原画按 3D 估遮挡(物体只占占地、被挡住的地按连续性判、不依赖深度),七步走完:看现状 → 读图 → 起草 → 落盘 → 自检三件 → 独立子代理摆人复查到无问题 → 收尾出对照图。触发词:修碰撞、碰撞乱画、人站到屋顶上、这里走不过去、看看所有场景的碰撞、给新场景配碰撞、复查碰撞、collision。"
cursor-skill.scene-depth-collision-from-art,skill,从原画做碰撞 + 深度(固定流程),.cursor/skills/scene-depth-collision-from-art/SKILL.md,cursor_skill,2026-09-25T09:13:29,"name: scene-depth-collision-from-art description: 从一张场景原画一次做出碰撞 + 深度(连同所有跟着深度走的光照 / 草木 / 夜景载荷)的固定流程——碰撞第一轮只看画 → 用圈好的路标定深度(峭壁 / 街巷这类""路以外都是竖墙""的画用立面约束标定)→ 深度体检过了之后用游戏真实深度遮挡做碰撞第二轮 → 独立复查 → 真机验。触发词:给新场景做碰撞和深度、从原画建场景几何、深度塌了 / 深度是平的、深度不对重做、峭壁栈道深度、火把 / 落雷在这张图上不对且查到是深度、重做深度、scene depth and collision。只修碰撞、深度没问题 → 用 scene-collis..."
tools-asset_browser-requirements,tool_requirements,requirements,tools/asset_browser/requirements.txt,tool_doc,2026-08-19T00:57:36,PySide6>=6.5.0 send2trash>=1.8.0 natsort>=8.0.0
tools-chronicle_sim_v2-requirements,tool_requirements,requirements,tools/chronicle_sim_v2/requirements.txt,tool_doc,2026-08-19T00:57:37,PySide6>=6.6.0 markdown>=3.5.0 pydantic>=2.5.0 mcp>=1.0.0 PyYAML>=6.0.1 httpx>=0.27.0 openai>=1.0.0 chromadb>=0.4.24 numpy>=1.24.0 networkx>=3.0 json-repair>=0.58
tools-chronicle_sim_v3-requirements,tool_requirements,requirements,tools/chronicle_sim_v3/requirements.txt,tool_doc,2026-08-19T00:57:37,"pydantic>=2,<3 typer>=0.12 ruamel.yaml>=0.18 tomli>=2; python_version < ""3.11"" rich>=13 anyio>=4 chromadb>=0.4.24 mcp>=1.0 openai>=1.0 httpx>=0.27 networkx>=3 numpy>=1.24 PyYAML>=6 json-repair>=0.58 PySide6>=6.6 markdown>=3.5 pytest>=8 pytest-asyncio>=0.23"
tools-copy_manager-requirements,tool_requirements,requirements,tools/copy_manager/requirements.txt,tool_doc,2026-08-19T00:57:37,PySide6>=6.5.0
tools-dialogue_graph_editor-requirements,tool_requirements,图对话编辑器流程画布（OdenGraphQt / PySide6）,tools/dialogue_graph_editor/requirements.txt,tool_doc,2026-08-19T00:57:37,OdenGraphQt>=0.7.4 PySide6>=6.5.0 qtpy>=2.3.1 grandalf>=0.8 # 对话图自动布局 Sugiyama 分层算法
tools-editor-requirements,tool_requirements,主编辑器 + 内嵌对话图（与 tools/dialogue_graph_editor/requirements.txt 一致）,tools/editor/requirements.txt,tool_doc,2026-09-03T22:53:28,PySide6>=6.5.0 OdenGraphQt>=0.7.4 qtpy>=2.3.1 opencv-python>=4.8.0 numpy>=1.24.0 Pillow>=10.0.0 PyOpenGL>=3.1.7 pyopengltk>=0.0.4 grandalf>=0.8 # 对话图自动布局 Sugiyama 分层算法
tools-filter_tool-requirements,tool_requirements,requirements,tools/filter_tool/requirements.txt,tool_doc,2026-08-19T00:57:37,numpy>=1.20 Pillow>=9.0
tools-handbook-requirements,tool_requirements,"制作人手册(本地文档站,handbook/)。三件都在 .tools/wheelhouse_py311 里有离线 wheel:",tools/handbook/requirements.txt,tool_doc,2026-09-08T23:21:44,mkdocs-material>=9.7 pymdown-extensions>=10.0
tools-video_to_atlas-requirements,tool_requirements,requirements,tools/video_to_atlas/requirements.txt,tool_doc,2026-08-19T00:57:37,opencv-python>=4.8.0 numpy>=1.24.0 Pillow>=10.0.0 PySide6>=6.6.0
tools-voice_workbench-requirements,tool_requirements,配音工作台。装进共用 venv：.tools/venv/Scripts/python -m pip install -r tools/voice_workbench/requirements.txt,tools/voice_workbench/requirements.txt,tool_doc,2026-08-19T00:57:37,pyloudnorm>=0.1.1 soundfile>=0.12 noisereduce>=3.0 pyqtgraph>=0.13 numpy>=1.24 scipy>=1.11 PySide6>=6.5.0
artifact-cursor-workflow-guide,workflow_doc,Cursor 工作流使用说明,artifact/cursor-workflow-guide.md,artifact,2026-08-19T00:57:36,本文档说明项目内几个 Cursor skill 的职责、适用场景和推荐用法。
docs-plan-production-tooling-requirements,workflow_doc,GameDraft 生产工具需求总表,docs/plan/production-tooling-requirements.md,docs,2026-08-19T00:57:36,日期：2026-05-31
docs-plan-production-workbench-acceptance-checklist,workflow_doc,生产工作台功能验收清单,docs/plan/production-workbench-acceptance-checklist.md,docs,2026-08-19T00:57:36,日期：2026-06-01
docs-plan-production-workbench-acceptance-status,workflow_doc,生产工作台交付验收状态,docs/plan/production-workbench-acceptance-status.md,docs,2026-08-19T00:57:36,日期：2026-05-31
tools-acoustic_workbench-readme,workflow_doc,声学工作台（acoustic_workbench）,tools/acoustic_workbench/README.md,tool_doc,2026-09-11T00:27:51,场景回音几何的**唯一作者面与唯一写入者**。把一个场景按深度在世界空间展开成 3D，反射面（崖壁 / 水面 / 岩檐）、听者、声源以 3D 物体的形式直接摆在画里的崖壁上，像 Unity 那样漫游与操作； 每动一下**游戏下一拍就重算 IR**，试听也是经通道让游戏播。游戏运行时只是预览器。
tools-anim_preview-readme,workflow_doc,统一动画资源工作台,tools/anim_preview/README.md,tool_doc,2026-08-19T00:57:36,本机 Web IDE，负责角色动画 A→H 阶段的资源目录、不可变版本、人工审查、依赖失效、 检查点/回退、纯人工 R 装配和已发布 SpriteEntity 终验。IDE 不嵌入 AI，也不发起 Agent 任务； Agent 主动读取结构化状态、在外部完成任务，再提交 candidate 等待人工通过。
tools-animation_pipeline-readme,workflow_doc,animation_pipeline — stabilized clips → game-ready sprite atlas,tools/animation_pipeline/README.md,tool_doc,2026-08-19T00:57:36,"Turns a character's per-state stabilized videos into a **game-loadable** `atlas.png` + `anim.json`, gated by QA. This is the **post-processing half**; the generation half (LibTV → download → stabilize) lives in `tmp/libtv_animation_batch_run_20260702/run_animation_batch.py`."
tools-character_lighting_lab-readme,workflow_doc,角色照明实验室(伪世界 RT / irradiance cache),tools/character_lighting_lab/README.md,tool_doc,2026-09-09T00:39:50,单张场景背景图 → 全自动深度 → 免锚点免平面标定 → 补全伪世界几何 → 角色照明。 实现对应推导文档《伪世界角色照明:从精确辐射传输到全部近似》(A1–A9)。 位置:`tools/character_lighting_lab/`(2026-07-21 自实验目录转正;`out/` 数据不入库)。
tools-chronicle_sim_v2-readme,workflow_doc,ChronicleSim v2,tools/chronicle_sim_v2/README.md,tool_doc,2026-08-19T00:57:37,编年史模拟器 v2：文件即数据库 + Cline CLI 驱动的多 Agent 叙事沙盒。
tools-filter_tool-readme,workflow_doc,滤镜工具,tools/filter_tool/README.md,tool_doc,2026-08-19T00:57:37,Python + PIL 实现，与游戏 ColorMatrix 格式一致。输出 JSON 供游戏 FilterLoader 加载。
tools-json_lang-readme,workflow_doc,json_lang —「JSON=语言」工具链(第一块:schema 索引器),tools/json_lang/README.md,tool_doc,2026-08-19T00:57:37,"把项目数据 JSON 当作一门语言对待:运行时是解释器、编辑器是可视化 IDE、JSON 是源码。 本工具是这门语言的 **IDE 索引器**:启动时从权威代码 + 真实数据现场重算一份 JSON Schema,VS Code / Cursor 消费它,直接获得——"
tools-narrative_debugger-readme,workflow_doc,叙事调试器,tools/narrative_debugger/README.md,tool_doc,2026-08-19T00:57:37,给策划用的独立调试器。回答三个问题，别的一概不管：
tools-narrative_xref-readme,workflow_doc,叙事关系交叉引用（共享基建）,tools/narrative_xref/README.md,tool_doc,2026-09-17T11:27:48,回答两个问题：
tools-scene_relight-readme,workflow_doc,场景重打光工作台(scene_relight),tools/scene_relight/README.md,tool_doc,2026-08-31T02:29:24,"把**已经画好的白天场景背景图** relight 成任意时段/天气的变体图:入夜、向晚、清晨、 阴、雨、雾及其组合。核心是**确定性**管线(纯 numpy,零随机、零生成模型)—— 同输入同参数必出同字节,画面结构 100% 不变,这是""可调、稳定、可 ship""的根。"
tools-scene_workbench-.runtime-0c244839abe84025ae9beabfe6cca2ae-resources-editor_projects-editor_data-runtime_acoustics_status,workflow_doc,runtime_acoustics_status,tools/scene_workbench/.runtime/0c244839abe84025ae9beabfe6cca2ae/resources/editor_projects/editor_data/runtime_acoustics_status.json,tool_doc,2026-09-09T00:59:51,"{""pages"":{""game:dc0z8sju"":{""writer"":""game:dc0z8sju"",""ts"":1788886791734,""sceneId"":""test_room_b"",""boundSpaceId"":null,""activeSpaceId"":null,""appliedRev"":0,""listenerMode"":""camera"",""listener"":{""scene"":{""x"":603.33,""y"":453.29999999999995},""world"":[603.33,0,-641.063007823724],""ear"":[603.33,424.2640687119285,-1065.3270765356524..."
tools-scene_workbench-.runtime-8483e0765a1843638175f78eee188c37-resources-editor_projects-editor_data-runtime_acoustics_status,workflow_doc,runtime_acoustics_status,tools/scene_workbench/.runtime/8483e0765a1843638175f78eee188c37/resources/editor_projects/editor_data/runtime_acoustics_status.json,tool_doc,2026-09-09T01:03:44,"{""pages"":{""game:kyo97l8i"":{""writer"":""game:kyo97l8i"",""ts"":1788887024586,""sceneId"":""test_room_b"",""boundSpaceId"":null,""activeSpaceId"":null,""appliedRev"":0,""listenerMode"":""camera"",""listener"":{""scene"":{""x"":603.33,""y"":453.29999999999995},""world"":[-146.67,6.112202779796302,-54.12051824735663],""ear"":[-146.67,430.37627149172476..."
tools-scene_workbench-.runtime-99cd7416f33440fcbcf8b271199de75d-resources-editor_projects-editor_data-runtime_acoustics_status,workflow_doc,runtime_acoustics_status,tools/scene_workbench/.runtime/99cd7416f33440fcbcf8b271199de75d/resources/editor_projects/editor_data/runtime_acoustics_status.json,tool_doc,2026-09-09T00:54:54,"{""pages"":{""game:9jtkuvod"":{""writer"":""game:9jtkuvod"",""ts"":1788886494666,""sceneId"":""test_room_b"",""boundSpaceId"":null,""activeSpaceId"":null,""appliedRev"":0,""listenerMode"":""camera"",""listener"":{""scene"":{""x"":603.33,""y"":453.29999999999995},""world"":[-146.67,6.112202779796302,-54.12051824735663],""ear"":[-146.67,430.37627149172476..."
tools-scene_workbench-.runtime-bbdefb9fae9d4eb6938a4cdd43f6a16c-resources-editor_projects-editor_data-runtime_acoustics_status,workflow_doc,runtime_acoustics_status,tools/scene_workbench/.runtime/bbdefb9fae9d4eb6938a4cdd43f6a16c/resources/editor_projects/editor_data/runtime_acoustics_status.json,tool_doc,2026-09-09T01:07:14,"{""pages"":{""game:lgtstpjf"":{""writer"":""game:lgtstpjf"",""ts"":1788887234351,""sceneId"":""test_room_b"",""boundSpaceId"":null,""activeSpaceId"":null,""appliedRev"":0,""listenerMode"":""camera"",""listener"":{""scene"":{""x"":603.33,""y"":453.29999999999995},""world"":[-146.67,6.112202779796302,-54.12051824735663],""ear"":[-146.67,430.37627149172476..."
tools-scene_workbench-.runtime-resources-editor_projects-editor_data-runtime_acoustics_status,workflow_doc,runtime_acoustics_status,tools/scene_workbench/.runtime/resources/editor_projects/editor_data/runtime_acoustics_status.json,tool_doc,2026-09-09T00:45:55,"{""pages"":{""game:rag2s2qi"":{""writer"":""game:rag2s2qi"",""ts"":1788885955919,""sceneId"":""test_room_b"",""boundSpaceId"":null,""activeSpaceId"":null,""appliedRev"":0,""listenerMode"":""camera"",""listener"":{""scene"":{""x"":603.33,""y"":453.29999999999995},""world"":[-146.67,6.112202779796302,-54.12051824735663],""ear"":[-146.67,430.37627149172476..."
tools-scene_workbench-readme,workflow_doc,场景工作台 · 功能迁移中,tools/scene_workbench/README.md,tool_doc,2026-09-09T02:10:23,2026-09-09 复核：此前版本的功能覆盖不足，3D 初始机位与坐标手性也有错误。坐标已修正，但本工具仍不能替代全部旧工作台。逐项清单见 [FUNCTION_AUDIT.md](FUNCTION_AUDIT.md)，本轮证据见 [VERIFICATION.md](VERIFICATION.md)。
tools-task_orchestration_editor-readme,workflow_doc,任务编排工具,tools/task_orchestration_editor/README.md,tool_doc,2026-08-19T00:57:37,主编辑器入口：`数据编辑 → 叙事编排 → 任务编排`。它直接复用主编辑器的 `ProjectModel`、Scene 页和“全部保存”生命周期。
tools-video_to_atlas-readme,workflow_doc,Video-to-Atlas Workspace (GameDraft),tools/video_to_atlas/README.md,tool_doc,2026-08-19T00:57:37,从视频中按时间区间抽帧，管理**多视频子帧库**和**动画序列**，导出 **native 等大单元格**图集 PNG 及 `.anim.json`。工作区数据持久化为 `.vtaw` 目录。
tools-voice_workbench-readme,workflow_doc,配音工作台,tools/voice_workbench/README.md,tool_doc,2026-08-19T00:57:37,原始录音 → 切成一句一条 → 降噪 → 响度对齐 → 批量导出产物。
